,categoria_produto,data_compra,produto_nome
7330,eletrodomesticos,2022/08/24,Lavadora de roupas
7331,utilidades domesticas,2020/09/24,Jogo de copos
7332,livros,2020/09/24,Iniciando em programação
7333,esporte e lazer,2020/09/24,Bola de basquete
7334,esporte e lazer,2020/09/24,Bola de basquete
7335,moveis,2021/09/24,Cama box
7336,gadgets,2021/09/24,Tablet ABXY
7337,utilidades domesticas,2021/09/24,Panela de pressão
7338,esporte e lazer,2021/09/24,Bicicleta
7339,instrumentos musicais,2021/09/24,Bateria
7340,eletrodomesticos,2021/09/24,Lavadora de roupas
7341,gadgets,2021/09/24,Impressora
7342,moveis,2021/09/24,Kit banquetas
7343,gadgets,2022/09/24,Smart TV
7344,brinquedos,2022/09/24,Cubo mágico 8x8
7345,gadgets,2022/09/24,Celular ABXY
7346,esporte e lazer,2022/09/24,Corda de pular
7347,moveis,2022/09/24,Cama box
7348,esporte e lazer,2022/09/24,Bola de basquete
7349,moveis,2022/09/24,Cadeira de escritório
7350,moveis,2022/09/24,Guarda roupas
7351,brinquedos,2022/09/24,Xadrez de madeira
7352,moveis,2022/09/24,Mesa de jantar
7353,livros,2020/10/24,Dashboards com Power BI
7354,eletrodomesticos,2020/10/24,Geladeira
7355,eletrodomesticos,2020/10/24,Lava louças
7356,moveis,2020/10/24,Cômoda
7357,utilidades domesticas,2020/10/24,Jogo de copos
7358,moveis,2020/10/24,Sofá retrátil
7359,instrumentos musicais,2020/10/24,Guitarra
7360,gadgets,2020/10/24,Fone de ouvido
7361,moveis,2020/10/24,Sofá retrátil
7362,esporte e lazer,2021/10/24,Bicicleta
7363,livros,2021/10/24,Iniciando em programação
7364,esporte e lazer,2021/10/24,Bola de vôlei
7365,gadgets,2021/10/24,Celular Plus X42
7366,moveis,2021/10/24,Cômoda
7367,eletrodomesticos,2022/10/24,Secadora de roupas
7368,livros,2022/10/24,Iniciando em programação
7369,esporte e lazer,2022/10/24,Corda de pular
7370,instrumentos musicais,2022/10/24,Pandeiro
7371,moveis,2022/10/24,Cama box
7372,utilidades domesticas,2022/10/24,Jogo de copos
7373,moveis,2022/10/24,Kit banquetas
7374,livros,2022/10/24,Iniciando em programação
7375,esporte e lazer,2022/10/24,Bicicleta
7376,gadgets,2022/10/24,Fone de ouvido
7377,eletrodomesticos,2020/11/24,Fogão
7378,moveis,2020/11/24,Cadeira de escritório
7379,moveis,2020/11/24,Poltrona
7380,esporte e lazer,2020/11/24,Bola de basquete
7381,moveis,2020/11/24,Guarda roupas
7382,brinquedos,2020/11/24,Cubo mágico 8x8
7383,utilidades domesticas,2020/11/24,Jogo de panelas
7384,eletrodomesticos,2020/11/24,Micro-ondas
7385,moveis,2021/11/24,Poltrona
7386,brinquedos,2021/11/24,Boneca bebê
7387,gadgets,2021/11/24,Tablet ABXY
7388,gadgets,2021/11/24,Celular Plus X42
7389,brinquedos,2021/11/24,Cubo mágico 8x8
7390,gadgets,2021/11/24,Smartwatch
7391,moveis,2021/11/24,Cômoda
7392,livros,2021/11/24,Ciência de dados com python
7393,gadgets,2022/11/24,Smart TV
7394,moveis,2022/11/24,Cadeira de escritório
7395,instrumentos musicais,2022/11/24,Guitarra
7396,gadgets,2022/11/24,Smartwatch
7397,gadgets,2022/11/24,Fone de ouvido
7398,utilidades domesticas,2022/11/24,Panela de pressão
7399,utilidades domesticas,2022/11/24,Jogo de panelas
7400,gadgets,2022/11/24,Smartwatch
7401,moveis,2022/11/24,Cômoda
7402,brinquedos,2022/11/24,Carrinho controle remoto
7403,brinquedos,2022/11/24,Carrinho controle remoto
7404,brinquedos,2022/11/24,Xadrez de madeira
7405,eletrodomesticos,2020/12/24,Secadora de roupas
7406,livros,2020/12/24,Iniciando em programação
7407,livros,2020/12/24,Iniciando em programação
7408,esporte e lazer,2020/12/24,Copo térmico
7409,esporte e lazer,2020/12/24,Bola de vôlei
7410,esporte e lazer,2020/12/24,Bicicleta
7411,moveis,2020/12/24,Kit banquetas
7412,moveis,2020/12/24,Mesa de jantar
7413,moveis,2020/12/24,Kit banquetas
7414,brinquedos,2020/12/24,Xadrez de madeira
7415,brinquedos,2020/12/24,Blocos de montar
7416,brinquedos,2020/12/24,Dinossauro Rex
7417,utilidades domesticas,2020/12/24,Faqueiro
7418,moveis,2021/12/24,Cama box
7419,moveis,2021/12/24,Cama king
7420,moveis,2021/12/24,Mesa de centro
7421,gadgets,2021/12/24,Celular Plus X42
7422,brinquedos,2021/12/24,Carrinho controle remoto
7423,gadgets,2021/12/24,Headset
7424,moveis,2021/12/24,Cômoda
7425,gadgets,2021/12/24,Smart TV
7426,instrumentos musicais,2021/12/24,Guitarra
7427,eletrodomesticos,2021/12/24,Lavadora de roupas
7428,gadgets,2021/12/24,Celular Plus X42
7429,moveis,2021/12/24,Cômoda
7430,instrumentos musicais,2021/12/24,Pandeiro
7431,moveis,2021/12/24,Cama king
7432,instrumentos musicais,2021/12/24,Bateria
7433,gadgets,2022/12/24,Headset
7434,brinquedos,2022/12/24,Blocos de montar
7435,esporte e lazer,2022/12/24,Copo térmico
7436,brinquedos,2022/12/24,Xadrez de madeira
7437,esporte e lazer,2022/12/24,Copo térmico
7438,moveis,2022/12/24,Cama king
7439,instrumentos musicais,2022/12/24,Violão
7440,moveis,2022/12/24,Guarda roupas
7441,gadgets,2022/12/24,Headset
7442,esporte e lazer,2022/12/24,Mochila
7443,utilidades domesticas,2020/01/25,Faqueiro
7444,esporte e lazer,2020/01/25,Bola de basquete
7445,moveis,2020/01/25,Poltrona
7446,esporte e lazer,2020/01/25,Bola de vôlei
7447,livros,2020/01/25,Iniciando em programação
7448,moveis,2020/01/25,Mesa de jantar
7449,gadgets,2021/01/25,TV Led UHD 4K
7450,gadgets,2021/01/25,Tablet ABXY
7451,eletrodomesticos,2021/01/25,Micro-ondas
7452,moveis,2021/01/25,Cadeira de escritório
7453,instrumentos musicais,2021/01/25,Violão
7454,livros,2021/01/25,Dashboards com Power BI
7455,brinquedos,2021/01/25,Blocos de montar
7456,eletrodomesticos,2021/01/25,Secadora de roupas
7457,gadgets,2022/01/25,Tablet ABXY
7458,livros,2022/01/25,Modelagem preditiva
7459,instrumentos musicais,2022/01/25,Bateria
7460,instrumentos musicais,2022/01/25,Pandeiro
7461,livros,2022/01/25,Iniciando em programação
7462,utilidades domesticas,2022/01/25,Jogo de copos
7463,gadgets,2022/01/25,Impressora
7464,gadgets,2022/01/25,Celular ABXY
7465,gadgets,2023/01/25,Smart TV
7466,gadgets,2023/01/25,Fone de ouvido
7467,utilidades domesticas,2023/01/25,Faqueiro
7468,gadgets,2020/02/25,Assistente virtual
7469,esporte e lazer,2020/02/25,Bola de vôlei
7470,instrumentos musicais,2020/02/25,Pandeiro
7471,moveis,2020/02/25,Mesa de centro
7472,gadgets,2020/02/25,Tablet ABXY
7473,esporte e lazer,2020/02/25,Bicicleta
7474,instrumentos musicais,2020/02/25,Pandeiro
7475,brinquedos,2020/02/25,Jogo de tabuleiro
7476,eletrodomesticos,2020/02/25,Secadora de roupas
7477,moveis,2020/02/25,Cômoda
7478,moveis,2020/02/25,Mesa de centro
7479,utilidades domesticas,2020/02/25,Jogo de copos
7480,eletrodomesticos,2021/02/25,Geladeira
7481,livros,2021/02/25,Dashboards com Power BI
7482,gadgets,2021/02/25,Smartwatch
7483,esporte e lazer,2021/02/25,Bola de vôlei
7484,utilidades domesticas,2021/02/25,Jogo de copos
7485,brinquedos,2021/02/25,Dinossauro Rex
7486,instrumentos musicais,2021/02/25,Guitarra
7487,eletrodomesticos,2021/02/25,Geladeira
7488,instrumentos musicais,2022/02/25,Violão
7489,instrumentos musicais,2022/02/25,Guitarra
7490,brinquedos,2022/02/25,Carrinho controle remoto
7491,esporte e lazer,2022/02/25,Bola de vôlei
7492,moveis,2022/02/25,Sofá retrátil
7493,gadgets,2022/02/25,Assistente virtual
7494,moveis,2022/02/25,Mesa de jantar
7495,moveis,2022/02/25,Cama box
7496,esporte e lazer,2022/02/25,Bicicleta
7497,eletrodomesticos,2022/02/25,Micro-ondas
7498,eletrodomesticos,2022/02/25,Geladeira
7499,instrumentos musicais,2023/02/25,Guitarra
7500,instrumentos musicais,2023/02/25,Violão
7501,esporte e lazer,2023/02/25,Mochila
7502,gadgets,2023/02/25,Celular ABXY
7503,esporte e lazer,2023/02/25,Mochila
7504,gadgets,2023/02/25,Tablet ABXY
7505,utilidades domesticas,2023/02/25,Jogo de panelas
7506,brinquedos,2023/02/25,Carrinho controle remoto
7507,esporte e lazer,2023/02/25,Bola de vôlei
7508,moveis,2020/03/25,Guarda roupas
7509,utilidades domesticas,2020/03/25,Jogo de copos
7510,instrumentos musicais,2020/03/25,Bateria
7511,esporte e lazer,2020/03/25,Mochila
7512,esporte e lazer,2020/03/25,Mochila
7513,esporte e lazer,2020/03/25,Copo térmico
7514,brinquedos,2020/03/25,Dinossauro Rex
7515,instrumentos musicais,2020/03/25,Pandeiro
7516,eletrodomesticos,2020/03/25,Micro-ondas
7517,eletrodomesticos,2020/03/25,Fogão
7518,livros,2020/03/25,Dashboards com Power BI
7519,esporte e lazer,2020/03/25,Corda de pular
7520,brinquedos,2020/03/25,Jogo de tabuleiro
7521,livros,2021/03/25,Modelagem preditiva
7522,brinquedos,2021/03/25,Carrinho controle remoto
7523,esporte e lazer,2021/03/25,Bola de basquete
7524,gadgets,2021/03/25,Assistente virtual
7525,livros,2021/03/25,Ciência de dados com python
7526,brinquedos,2021/03/25,Blocos de montar
7527,gadgets,2021/03/25,TV Led UHD 4K
7528,esporte e lazer,2021/03/25,Copo térmico
7529,gadgets,2022/03/25,Impressora
7530,utilidades domesticas,2022/03/25,Faqueiro
7531,esporte e lazer,2022/03/25,Bicicleta
7532,livros,2022/03/25,Dashboards com Power BI
7533,livros,2022/03/25,Modelagem preditiva
7534,gadgets,2022/03/25,Smartwatch
7535,moveis,2022/03/25,Cama box
7536,esporte e lazer,2022/03/25,Bicicleta
7537,gadgets,2022/03/25,Assistente virtual
7538,eletrodomesticos,2022/03/25,Fogão
7539,moveis,2022/03/25,Cama king
7540,moveis,2022/03/25,Kit banquetas
7541,gadgets,2023/03/25,Smartwatch
7542,gadgets,2023/03/25,Tablet ABXY
7543,eletrodomesticos,2023/03/25,Fogão
7544,moveis,2023/03/25,Mesa de jantar
7545,instrumentos musicais,2023/03/25,Pandeiro
7546,brinquedos,2023/03/25,Dinossauro Rex
7547,moveis,2023/03/25,Poltrona
7548,gadgets,2023/03/25,Impressora
7549,instrumentos musicais,2020/04/25,Bateria
7550,moveis,2020/04/25,Cadeira de escritório
7551,eletrodomesticos,2020/04/25,Geladeira
7552,moveis,2020/04/25,Mesa de centro
7553,eletrodomesticos,2020/04/25,Secadora de roupas
7554,instrumentos musicais,2020/04/25,Guitarra
7555,moveis,2020/04/25,Cômoda
7556,esporte e lazer,2020/04/25,Bola de basquete
7557,eletrodomesticos,2020/04/25,Micro-ondas
7558,eletrodomesticos,2020/04/25,Lava louças
7559,gadgets,2020/04/25,Celular Plus X42
7560,gadgets,2020/04/25,Tablet ABXY
7561,gadgets,2021/04/25,Impressora
7562,instrumentos musicais,2021/04/25,Violão
7563,esporte e lazer,2021/04/25,Bola de vôlei
7564,gadgets,2021/04/25,Smartwatch
7565,eletrodomesticos,2021/04/25,Fogão
7566,esporte e lazer,2021/04/25,Copo térmico
7567,esporte e lazer,2021/04/25,Bicicleta
7568,esporte e lazer,2021/04/25,Bola de vôlei
7569,gadgets,2021/04/25,Smart TV
7570,instrumentos musicais,2022/04/25,Pandeiro
7571,gadgets,2022/04/25,Fone de ouvido
7572,esporte e lazer,2022/04/25,Bola de basquete
7573,brinquedos,2022/04/25,Blocos de montar
7574,utilidades domesticas,2022/04/25,Jogo de panelas
7575,gadgets,2022/04/25,Fone de ouvido
7576,eletrodomesticos,2022/04/25,Lavadora de roupas
7577,instrumentos musicais,2022/04/25,Violão
7578,esporte e lazer,2022/04/25,Mochila
7579,gadgets,2020/05/25,Tablet ABXY
7580,eletrodomesticos,2020/05/25,Lava louças
7581,moveis,2020/05/25,Cômoda
7582,livros,2020/05/25,Dashboards com Power BI
7583,instrumentos musicais,2020/05/25,Guitarra
7584,eletrodomesticos,2020/05/25,Lava louças
7585,gadgets,2021/05/25,Tablet ABXY
7586,utilidades domesticas,2021/05/25,Jogo de copos
7587,livros,2021/05/25,Modelagem preditiva
7588,eletrodomesticos,2021/05/25,Lava louças
7589,brinquedos,2021/05/25,Xadrez de madeira
7590,gadgets,2021/05/25,Smart TV
7591,gadgets,2021/05/25,Celular Plus X42
7592,eletrodomesticos,2021/05/25,Fogão
7593,eletrodomesticos,2021/05/25,Geladeira
7594,brinquedos,2021/05/25,Dinossauro Rex
7595,gadgets,2021/05/25,Headset
7596,gadgets,2021/05/25,Fone de ouvido
7597,eletrodomesticos,2022/05/25,Secadora de roupas
7598,gadgets,2022/05/25,Celular Plus X42
7599,esporte e lazer,2022/05/25,Copo térmico
7600,gadgets,2022/05/25,Celular ABXY
7601,livros,2022/05/25,Ciência de dados com python
7602,brinquedos,2022/05/25,Dinossauro Rex
7603,eletrodomesticos,2022/05/25,Lavadora de roupas
7604,eletrodomesticos,2022/05/25,Micro-ondas
7605,esporte e lazer,2022/05/25,Mochila
7606,gadgets,2020/06/25,Assistente virtual
7607,brinquedos,2020/06/25,Xadrez de madeira
7608,eletrodomesticos,2020/06/25,Secadora de roupas
7609,eletrodomesticos,2020/06/25,Lava louças
7610,eletrodomesticos,2020/06/25,Secadora de roupas
7611,instrumentos musicais,2020/06/25,Guitarra
7612,brinquedos,2021/06/25,Carrinho controle remoto
7613,eletrodomesticos,2021/06/25,Micro-ondas
7614,brinquedos,2021/06/25,Xadrez de madeira
7615,livros,2021/06/25,Ciência de dados com python
7616,brinquedos,2021/06/25,Carrinho controle remoto
7617,moveis,2021/06/25,Guarda roupas
7618,moveis,2022/06/25,Cômoda
7619,eletrodomesticos,2022/06/25,Secadora de roupas
7620,esporte e lazer,2022/06/25,Bola de vôlei
7621,moveis,2022/06/25,Mesa de jantar
7622,moveis,2022/06/25,Cama king
7623,eletrodomesticos,2022/06/25,Fogão
7624,gadgets,2020/07/25,Celular ABXY
7625,gadgets,2020/07/25,Smartwatch
7626,eletrodomesticos,2020/07/25,Lavadora de roupas
7627,gadgets,2020/07/25,Celular Plus X42
7628,gadgets,2020/07/25,Impressora
7629,esporte e lazer,2020/07/25,Bola de vôlei
7630,instrumentos musicais,2020/07/25,Pandeiro
7631,brinquedos,2020/07/25,Dinossauro Rex
7632,eletrodomesticos,2020/07/25,Lavadora de roupas
7633,moveis,2021/07/25,Guarda roupas
7634,moveis,2021/07/25,Cadeira de escritório
7635,gadgets,2021/07/25,Celular Plus X42
7636,esporte e lazer,2021/07/25,Bola de basquete
7637,brinquedos,2021/07/25,Boneca bebê
7638,esporte e lazer,2021/07/25,Bicicleta
7639,moveis,2021/07/25,Sofá retrátil
7640,gadgets,2021/07/25,Assistente virtual
7641,brinquedos,2021/07/25,Xadrez de madeira
7642,moveis,2022/07/25,Guarda roupas
7643,brinquedos,2022/07/25,Dinossauro Rex
7644,instrumentos musicais,2022/07/25,Violão
7645,brinquedos,2022/07/25,Carrinho controle remoto
7646,moveis,2020/08/25,Cadeira de escritório
7647,livros,2020/08/25,Dashboards com Power BI
7648,moveis,2020/08/25,Guarda roupas
7649,utilidades domesticas,2020/08/25,Faqueiro
7650,eletrodomesticos,2020/08/25,Lava louças
7651,utilidades domesticas,2020/08/25,Jogo de panelas
7652,gadgets,2020/08/25,Celular Plus X42
7653,esporte e lazer,2021/08/25,Mochila
7654,gadgets,2021/08/25,Celular Plus X42
7655,gadgets,2021/08/25,Celular Plus X42
7656,utilidades domesticas,2021/08/25,Jogo de panelas
7657,gadgets,2021/08/25,Celular ABXY
7658,utilidades domesticas,2021/08/25,Faqueiro
7659,moveis,2021/08/25,Cama king
7660,eletrodomesticos,2021/08/25,Fogão
7661,gadgets,2021/08/25,Impressora
7662,gadgets,2021/08/25,TV Led UHD 4K
7663,eletrodomesticos,2022/08/25,Fogão
7664,moveis,2022/08/25,Kit banquetas
7665,moveis,2022/08/25,Cadeira de escritório
7666,eletrodomesticos,2022/08/25,Lavadora de roupas
7667,eletrodomesticos,2022/08/25,Micro-ondas
7668,esporte e lazer,2022/08/25,Copo térmico
7669,moveis,2022/08/25,Cama box
7670,esporte e lazer,2022/08/25,Bola de vôlei
7671,eletrodomesticos,2022/08/25,Lavadora de roupas
7672,brinquedos,2022/08/25,Jogo de tabuleiro
7673,eletrodomesticos,2022/08/25,Micro-ondas
7674,livros,2020/09/25,Modelagem preditiva
7675,moveis,2020/09/25,Poltrona
7676,gadgets,2020/09/25,Assistente virtual
7677,brinquedos,2020/09/25,Blocos de montar
7678,utilidades domesticas,2020/09/25,Faqueiro
7679,esporte e lazer,2020/09/25,Mochila
7680,moveis,2020/09/25,Kit banquetas
7681,eletrodomesticos,2021/09/25,Secadora de roupas
7682,esporte e lazer,2021/09/25,Corda de pular
7683,utilidades domesticas,2021/09/25,Jogo de panelas
7684,moveis,2021/09/25,Mesa de jantar
7685,moveis,2021/09/25,Poltrona
7686,instrumentos musicais,2021/09/25,Bateria
7687,moveis,2022/09/25,Mesa de jantar
7688,esporte e lazer,2022/09/25,Bola de vôlei
7689,moveis,2022/09/25,Sofá retrátil
7690,esporte e lazer,2022/09/25,Bicicleta
7691,utilidades domesticas,2022/09/25,Faqueiro
7692,moveis,2022/09/25,Mesa de jantar
7693,brinquedos,2022/09/25,Boneca bebê
7694,gadgets,2022/09/25,Headset
7695,esporte e lazer,2022/09/25,Copo térmico
7696,instrumentos musicais,2022/09/25,Guitarra
7697,esporte e lazer,2022/09/25,Bicicleta
7698,moveis,2022/09/25,Cadeira de escritório
7699,gadgets,2022/09/25,Tablet ABXY
7700,gadgets,2022/09/25,TV Led UHD 4K
7701,gadgets,2022/09/25,Impressora
7702,esporte e lazer,2020/10/25,Bicicleta
7703,moveis,2020/10/25,Mesa de jantar
7704,brinquedos,2020/10/25,Dinossauro Rex
7705,esporte e lazer,2020/10/25,Corda de pular
7706,instrumentos musicais,2020/10/25,Bateria
7707,instrumentos musicais,2020/10/25,Violão
7708,eletrodomesticos,2021/10/25,Secadora de roupas
7709,eletrodomesticos,2021/10/25,Micro-ondas
7710,gadgets,2021/10/25,Tablet ABXY
7711,esporte e lazer,2021/10/25,Bola de vôlei
7712,eletrodomesticos,2021/10/25,Micro-ondas
7713,brinquedos,2022/10/25,Dinossauro Rex
7714,eletrodomesticos,2022/10/25,Secadora de roupas
7715,brinquedos,2022/10/25,Jogo de tabuleiro
7716,brinquedos,2022/10/25,Boneca bebê
7717,eletrodomesticos,2022/10/25,Lava louças
7718,gadgets,2022/10/25,Celular Plus X42
7719,gadgets,2022/10/25,Tablet ABXY
7720,brinquedos,2022/10/25,Cubo mágico 8x8
7721,eletrodomesticos,2022/10/25,Lavadora de roupas
7722,utilidades domesticas,2022/10/25,Jogo de panelas
7723,utilidades domesticas,2020/11/25,Jogo de panelas
7724,gadgets,2020/11/25,Headset
7725,moveis,2020/11/25,Cama king
7726,instrumentos musicais,2020/11/25,Guitarra
7727,gadgets,2020/11/25,Impressora
7728,esporte e lazer,2020/11/25,Copo térmico
7729,eletrodomesticos,2020/11/25,Micro-ondas
7730,brinquedos,2021/11/25,Carrinho controle remoto
7731,gadgets,2021/11/25,Celular ABXY
7732,esporte e lazer,2021/11/25,Bicicleta
7733,gadgets,2021/11/25,Fone de ouvido
7734,esporte e lazer,2021/11/25,Mochila
7735,moveis,2021/11/25,Poltrona
7736,instrumentos musicais,2022/11/25,Bateria
7737,brinquedos,2022/11/25,Jogo de tabuleiro
7738,gadgets,2022/11/25,Celular ABXY
7739,livros,2022/11/25,Modelagem preditiva
7740,instrumentos musicais,2022/11/25,Pandeiro
7741,moveis,2022/11/25,Cadeira de escritório
7742,esporte e lazer,2022/11/25,Copo térmico
7743,moveis,2022/11/25,Mesa de centro
7744,esporte e lazer,2022/11/25,Bola de basquete
7745,livros,2022/11/25,Ciência de dados com python
7746,brinquedos,2020/12/25,Jogo de tabuleiro
7747,utilidades domesticas,2020/12/25,Jogo de copos
7748,moveis,2020/12/25,Poltrona
7749,gadgets,2020/12/25,Fone de ouvido
7750,moveis,2020/12/25,Poltrona
7751,moveis,2020/12/25,Cama king
7752,eletrodomesticos,2021/12/25,Fogão
7753,gadgets,2021/12/25,Celular Plus X42
7754,esporte e lazer,2021/12/25,Bola de vôlei
7755,instrumentos musicais,2021/12/25,Guitarra
7756,gadgets,2021/12/25,Celular Plus X42
7757,moveis,2021/12/25,Sofá retrátil
7758,eletrodomesticos,2021/12/25,Secadora de roupas
7759,moveis,2021/12/25,Guarda roupas
7760,moveis,2021/12/25,Cadeira de escritório
7761,brinquedos,2021/12/25,Blocos de montar
7762,moveis,2021/12/25,Mesa de centro
7763,esporte e lazer,2021/12/25,Bicicleta
7764,instrumentos musicais,2021/12/25,Pandeiro
7765,eletrodomesticos,2022/12/25,Lavadora de roupas
7766,eletrodomesticos,2022/12/25,Lava louças
7767,gadgets,2022/12/25,Headset
7768,moveis,2022/12/25,Poltrona
7769,utilidades domesticas,2022/12/25,Jogo de copos
7770,esporte e lazer,2022/12/25,Bola de basquete
7771,moveis,2022/12/25,Cama box
7772,moveis,2022/12/25,Poltrona
7773,utilidades domesticas,2022/12/25,Panela de pressão
7774,eletrodomesticos,2022/12/25,Lavadora de roupas
7775,utilidades domesticas,2022/12/25,Jogo de copos
7776,eletrodomesticos,2020/01/26,Secadora de roupas
7777,gadgets,2020/01/26,Assistente virtual
7778,instrumentos musicais,2020/01/26,Bateria
7779,eletrodomesticos,2021/01/26,Micro-ondas
7780,brinquedos,2021/01/26,Cubo mágico 8x8
7781,livros,2021/01/26,Iniciando em programação
7782,livros,2021/01/26,Iniciando em programação
7783,eletrodomesticos,2021/01/26,Lavadora de roupas
7784,brinquedos,2021/01/26,Blocos de montar
7785,gadgets,2021/01/26,Smartwatch
7786,gadgets,2021/01/26,Tablet ABXY
7787,esporte e lazer,2021/01/26,Bola de vôlei
7788,moveis,2021/01/26,Cadeira de escritório
7789,utilidades domesticas,2022/01/26,Jogo de copos
7790,moveis,2022/01/26,Kit banquetas
7791,moveis,2022/01/26,Poltrona
7792,eletrodomesticos,2022/01/26,Lavadora de roupas
7793,esporte e lazer,2022/01/26,Bola de basquete
7794,moveis,2022/01/26,Cômoda
7795,brinquedos,2022/01/26,Xadrez de madeira
7796,moveis,2022/01/26,Cama king
7797,moveis,2022/01/26,Mesa de jantar
7798,gadgets,2022/01/26,Celular ABXY
7799,moveis,2023/01/26,Guarda roupas
